Wall time,Step,Value
1530805486.2356772,100,0.7704272270202637
1530806004.0400932,200,0.6768764853477478
1530806490.8705866,300,0.5564991235733032
1530807005.450428,400,0.545846700668335
1530807511.6224437,500,0.5317564606666565
1530807992.0630732,600,0.5610529184341431
1530808480.7788153,700,0.5420058965682983
1530808959.698179,800,0.5260816216468811
